Timestamp	Oletko palkansaaja vai laskuttaja?	Ikä	Sukupuoli	Työkokemus	Montako vuotta olet tehnyt laskuttavaa työtä alalla?	Mitä palveluja tarjoat?	Tuntilaskutus (ALV 0%, euroina)	Vuosilaskutus (ALV 0%, euroina)	Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?	Mistä asiakkaat ovat?	Työpaikka	Missä kaupungissa työpaikkasi pääasiallinen toimisto sijaitsee?	Millaisessa yrityksessä työskentelet	Työaika (jos työsuhteessa)	Rooli	Etänä vai lähityössä?	Kuukausipalkka (brutto, euroina)	Vuositulot (sis. bonukset, osingot yms, euroina)	Vapaa kuvaus kokonaiskompensaatiomallista	Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?	Vapaa sana	Ideoita ensi vuoden kyselyyn
09/10/2022 18:56:31	Palkansaaja	36-40 v	Mies	20								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Web-analyytikko	Pääosin tai kokonaan etätyö	7300	90000		Ei		
09/10/2022 19:31:28	Laskuttaja	26-30 v	Mies	4	1	Full stack	86	125000	Käytän välitysfirmoja	Suomesta												
09/10/2022 20:54:50	Palkansaaja	31-35 v	Nainen	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Junior frontend dev	Pääosin tai kokonaan etätyö	3750	47000	Palkkamalliin kuului osakkeita n. 17t € arvosta, vestautumisaika 4 vuotta, kertyvät asteittain.	Kyllä		Työkokemusvuosien vaihtoehdoissa voisi olla kokonaislukujen sijaan mahdollista valita myös esim. "alle vuosi". Mun relevantti kokemus alalta on puoli vuotta, joten en haluais millään vastata "nolla vuotta" 😄
09/10/2022 21:34:53	Palkansaaja	31-35 v	mies	6								Lappeenranta	Konsulttitalossa	80%		Jotain siltä väliltä	4200	52500				
09/10/2022 22:07:03	Palkansaaja	31-35 v		5								Tampere	Tuotetalossa, jonka core-bisnes on softa	100%	Team leader	Jotain siltä väliltä	5100			Ei		
09/10/2022 22:29:23	Palkansaaja	31-35 v	Mies	6								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Ohjelmistokehittäjä	Pääosin tai kokonaan toimistolla	4730	61000	Kiinteä kuukausipalkka + vuosibonus yrityksen tuloksen mukaan	Ei		
10/10/2022 06:26:34	Laskuttaja	31-35 v	Mies	12			170		Itse	Suomesta, Ulkomailta												
10/10/2022 06:52:45	Palkansaaja	26-30 v	male	2							Helsingin Kaupunki	PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	100%	backend, devops, projektipäällikkö	Pääosin tai kokonaan toimistolla	2300	28750		Ei		
10/10/2022 07:46:58	Palkansaaja	31-35 v		7							Fraktio	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Suunnittelija	Jotain siltä väliltä	4900	61250		Kyllä		
10/10/2022 07:49:49	Laskuttaja	21-25 v	Mies	7	4	Backend, systems	120	135000	Itse	Ulkomailta												
